"Name","Group","Hostname","GPU Type","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.input_length","model.params.num_classes","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.dimx","transforms.params.dimy","transforms.params.duplicate_to_n_channels","transforms.params.length","transforms.params.normalize","validator.name","validator.seed","validator.wandb_project_name","model.params.embedding_dim","model.params.vocab_size","batch_loss","epoch","group_left_out","overall_accuracy","test_accuracy_chunk","test_accuracy_file","test_dataset_size","test_loss","time_taken","train_dataset_size","train_loss"
"fold_s390","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:25:51.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.04020347446203232","1","s390","","0.9970952749806352","0.9970952749806352","5164","0.012061511514427062","","91231","0.008625358183808749"
"fold_riscv64","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:25:35.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.015872059389948845","1","riscv64","","1","1","4440","0.00014958167462564127","","91955","0.008117183659415493"
"fold_ppc64el","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:25:19.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","4.0233101117337355e-7","1","ppc64el","","0.9994323020153278","0.9994323020153278","3523","0.0026833978454955548","","92872","0.008665396946282218"
"fold_ppc64","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:25:02.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.010249157436192036","1","ppc64","","0.7864454641722556","0.7864454641722556","2833","0.4257080031765832","","93562","0.00736283325435075"
"fold_powerpcspe","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:24:46.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","6.622737913630772e-9","1","powerpcspe","","1","1","3961","0.000036126375234854066","","92434","0.008372664671515024"
"fold_powerpc","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:24:30.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.00015642760263290256","1","powerpc","","1","1","3631","0.0001410852568646454","","92764","0.00834090936215677"
"fold_mipsel","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:24:14.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.04910751059651375","1","mipsel","","0.9313907284768213","0.9313907284768213","3775","0.29766131886991404","","92620","0.0082484504967366"
"fold_mips64el","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:23:58.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.001067543402314186","1","mips64el","","0.9990723562152134","0.9990723562152134","4312","0.002011593467092526","","92083","0.008255578780129526"
"fold_mips","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:23:42.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.021052349358797073","1","mips","","0.8507713884992988","0.8507713884992988","3565","0.3918422630855015","","92830","0.00903185156391833"
"fold_m68k","logo Simple1dEmbedding instructionwidth_type 06:21:20, 06-05-2025","idun-07-09","NVIDIA A100 80GB PCIe","finished","-","","","2025-05-06T04:23:26.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","logo_cv","10","logo-all-05-05-2025","","","0.00019784033065661788","1","m68k","","0.9977272727272728","0.9977272727272728","4400","0.020355497756837936","","91995","0.00804298038579184"
